ID,Image URL,Title,Price,Address,Date,Description,Usable_Area,Land_Area,Bedrooms,Bathrooms,Legal,Posted_Date,Property_ID
11,https://cloud.mogi.vn/images/2024/08/20/434/0fd701975cc54f7f9ec4db455a31ca1f.jpg,Cần bán nhà góc 2 mặt tiền hẻm oto NGÔ THÌ SỸ giao NGÔ THÌ NHẬM,2 tỷ 450 triệu,"Ngô Thì Sỹ, Phường 4, TP. Đà Lạt, Lâm Đồng",10/09/2024,Cần bán nhà góc 2 mặt tiền hẻm oto NGÔ THÌ SỸ giao NGÔ THÌ NHẬM  Nhà 42m2 đất - 125m2 sử dụng | 4 phòng ngủ - 3 tolet - nhà xây kiên cố - sàn đúc bê tông. View thoáng đẹp. Nhà đẹp đang cho thuê 8tr 1 tháng. Giá 2tỷ450tr  Ưu điểm là cách chợ ĐÀ LẠT 2km - gần chợ ĐỒNG TÂM. Khu dân cư đông đúc. Bán kính 1km đủ tất cả tiện ích. Có mảnh thông xanh và view đẹp (nhà căn góc 2 mặt tiền) mua bán ra thừa phát lại. Liên hệ: 0944 946261 - Anh Kiệt,125 m2,"42 m2(5x8,4)",4.0,3.0,Hợp đồng mua bán,10/09/2024,22617477
12,https://cloud.mogi.vn/images/2024/08/25/237/0e258b2fd3b54771bcc70cbb73445869.jpg,"🎯🎯Bán homestay Hẻm 27 Lê Hồng Phong, Phường 4, Tp Đà Lạt. Homestay 3",6 tỷ 800 triệu,"Lê Hồng Phong, Phường 4, TP. Đà Lạt, Lâm Đồng",10/09/2024,"🎯🎯Bán homestay Hẻm 27 Lê Hồng Phong, Phường 4, Tp Đà Lạt. Homestay 3 mặt tiền hẻm Oto vô tận nơi 🌹Hiện đang kinh doanh homestay thu nhập ổn định hơn 20tr/tháng 🏣Kết cấu: 1 trệt + gác lửng (1 PN, gác, 1 phòng khách, 1 phòng bếp, 1 wc.) ⛰Diện tích đất 120 m2 (8x15)  🏰 Đã có sẵn giấy phép xây dựng 1 trệt + 5 lầu 🔭View cực thoáng 📋Pháp lí: sổ hồng riêng, sang tên chính chủ. 🛣Lợi thế: hẻm xe oto vô tận nhà, Cạnh khách sạn Ô Cửa Mùa Thu ,View thoáng. Khu vực đông dân cư, sầm uất, thuận lợi xây dựng khách sạn, nhà ở. 💲Giá chỉ 6,8tỷ TLCC  ☎️0944 946261 - Anh Kiệt (Liên hệ để dược tư vấn)",,120 m2(8x15),1.0,1.0,Sổ hồng,10/09/2024,22618988
13,https://cloud.mogi.vn/images/2024/08/18/437/e2191f428de142168ccbe8ec0fe647bf.jpg,"Bán căn nhà đẹp Phường 9, Đà Lạt",3 tỷ 200 triệu,"Hồ Xuân Hương, Phường 9, TP. Đà Lạt, Lâm Đồng",10/09/2024,"BÁN CĂN NHÀ ĐẸP MỚI XÂY PHƯỜNG 9 , ĐÀ LẠT 📚 Pháp Lí Rõ Ràng  💰 Giá bán: 3 tỷ 200 thương lượng nhẹ Hẻm xe ô tô 3m, cách đường lớn chỉ 50m, oto tới nhà, có sân đậu oto  🏡 Kết cấu : 1trệt 1lầu kiên cố. Có 3p ngủ, khách, bếp, phòng thờ, 2wc. có phòng ngủ tầng trệt , sân thượng rộng rãi có thể làm thêm phòng ….  Diện tích: 78m2 ( ngang 4,5m dài 17,5m) ------------------------------------- Mọi thông tin xin liên hệ  ☎️☎️ Call : 0944 946261 - Anh Kiệt",150 m2,"78 m2(4,5x17,5)",3.0,2.0,Hợp đồng mua bán,10/09/2024,22616801
14,https://cloud.mogi.vn/images/2024/08/15/599/6b5fc8dcbb164a96ac028f48ead3f70d.jpg,"Bán Nhà Nam Hồ, P11, Đà Lạt  - giá siêu tốt trong khu vực",4 tỷ 600 triệu,"Nam Hồ, Phường 11, TP. Đà Lạt, Lâm Đồng",10/09/2024,"Bán Nhà Nam Hồ, P11, Đà Lạt  - Diện tích 62m2 - Kết cấu 1 hầm, 1 trệt, 2 lầu - Gồm 5 phòng ngủ, 6 wc, phòng khách, nhà bếp, sân đậu oto... - Sổ xây dựng phân quyền 3 nhà, mỗi nhà 1 sổ - Hướng Tây Bắc - Đường oto dễ đi cách đường chính Nam Hồ 30m - Giá: 4,6 tỷ (TLCC) Liên hệ: 0944 946261 - Anh Kiệt",250 m2,"62 m2(5x12,4)",5.0,6.0,Sổ đỏ,10/09/2024,22615924
15,https://cloud.mogi.vn/images/2024/08/22/569/43539a957ae54bbc8e3ad417ba43490a.jpg,Ngộp ngân hàng - Hạ giá cần bán gấp biệt thự p12,8 tỷ 100 triệu,"Huỳnh Tấn Phát, Phường 12, TP. Đà Lạt, Lâm Đồng",10/09/2024,Ngộp ngân hàng - Hạ giá cần bán gấp biệt thự p12  giá biệt thự hoàn công giá 10.5 tỷ nay xuống chỉ còn 8t100tr toạ lạc tại P12 với thiết kế xịn sò thoáng mát với 6p ngủ víp có bồn tắm và nội thất thiết kế sang chảnh - Dốc Hòn Bồ - Đường Huỳnh Tấn Phát chạy vào 1km - Diện tích 200m2 đường ôtô thông thoáng - Kết nối trung tâm thành phố 6km Giá 8t100tr  Liên hệ để tư vấn: 0944 946261- Anh Kiệt,,200 m2(10x20),6.0,3.0,Sổ hồng,10/09/2024,22618191
16,https://cloud.mogi.vn/images/2024/08/30/492/caa4a825754f4fd2b1c55465dc4ba2a9.jpg,Bán nhà hẻm Lê Hồng Phong đường ô tô,6 tỷ 200 triệu,"Lê Hồng Phong, Phường 4, TP. Đà Lạt, Lâm Đồng",10/09/2024,"🔥🔥 BÁN NHÀ HẺM LÊ HỒNG PHONG ĐƯỜNG Ô TÔ  Liên Hệ: 0944 946261 - Anh Kiệt ------------------------------------------------ - Diện tích: 62.30 m2 Ngang 4,4 m  - Pháp Lý: sổ riêng xây dựng  - Đường đường ô tô 3 m tới nhà  - Hướng: Nam  - Vị Trí: Phường 4 - Đà Lạt - Kết cấu: 1 trệt 1 lầu 1 áp - 3p ngủ 4 wc p khách bếp rông rãi - có gẩ ô tô  - Ưu điểm: ngay trung tâm đường dễ đi  💵💵 Giá 6,2 tỷ thương lượng chính chủ  (Giá ~100 /m2) Xin trân trọng cảm ơn quý khách đã xem !!!",,"62 m2(4,4x14)",3.0,4.0,Sổ đỏ,10/09/2024,22620348
17,https://cloud.mogi.vn/images/2024/08/31/544/69d1a3f7a0094fc69117488fd6fca241.jpg,Bán gấp nhà mặt tiền Nguyên Tử Lực Phường 8 Đà Lạt,13 tỷ 300 triệu,"Nguyên Tử Lực, Phường 8, TP. Đà Lạt, Lâm Đồng",10/09/2024,"Bán gấp nhà mặt tiền Nguyên Tử Lực Phường 8 Đà Lạt -Diện tích : 113m² ngang 8m thực tế 170m -Sổ riêng xây dựng - Kết cấu nhà gồm 1 hầm 1 trệt 1 lầu gồm 1pk 1 bếp rộng , 3pn 1 phòng thờ 4wc sân đậu oto thoải mái . Mặt tiền đường chính ngay khu dân cư đông đúc thuận tiện kinh doanh đa ngành nghề. Đầu tư sinh lời cao .. Giá bán : 13,3tỷ Thương lượng chính chủ",,113 m2(8x14),3.0,4.0,Sổ đỏ,10/09/2024,22620576
18,https://cloud.mogi.vn/images/2024/09/04/265/7230477d4d0d4295862e597e6bf28954.jpg,Bán nhà đẹp Cao Thắng Phường 7 Đà Lạt 3tỷ 800tr,3 tỷ 800 triệu,"Bạch Đằng, Phường 7, TP. Đà Lạt, Lâm Đồng",10/09/2024,"Bán nhà đẹp Cao Thắng Phường 7 Đà Lạt 3tỷ 800tr  -Diện tích : 77m2 (5,5x 14)  -Sổ xây dựng phân quyền 2 nhà  -Kết cấu : 1 trệt 1 lầu gồm 1pk 1bếp 1kho 1 phòng thờ , 4pn - 2wc  đường oto 4m tận nhà bằng phẳng khu vực dân cư đông đúc hiện hữu . Thích hơp ở hộ gia đình định cư lâu dài …… Giá bán 3tỷ 800 thương lượng chính chủ  Liên hệ : 0944 946261 - Anh Kiệt",150 m2,"77 m2(5,5x14)",4.0,2.0,Sổ đỏ,10/09/2024,22621117
19,https://cloud.mogi.vn/images/2024/09/06/155/bdc15d224d1d49f2953fbdcff6d89528.jpg,"Nhà mới sổ riêng xây dựng, La Sơn Phu Tử, P6, Đà Lạt",4 tỷ 500 triệu,"La Sơn PhuTử	, Phường 6, TP. Đà Lạt, Lâm Đồng",10/09/2024,"Nhà mới sổ riêng xây dựng  Vị trí La Sơn Phu Tử, P6, Đà Lạt => Giá 4.5 tỷ - Sổ riêng xây dựng, full nội thất - Kết cấu 1 trệt, 2 lầu (4 phòng ngủ, 5 wc, phòng khách, bếp...) - Diện tích 50m2, DT sử dụng 150m2 - Đường xe máy bằng phẳng dễ đi cách đường chính 20m - Bãi đậu xe oto cạnh nhà 20m - Vị trí gần chợ, khu liên hợp thể thao tỉnh, đủ tiện ích xung quanh... ☎️Liên hệ 0944 946261 - Anh Kiệt",150 m2,50 m2(5x10),4.0,5.0,Sổ đỏ,10/09/2024,22621966
20,https://cloud.mogi.vn/images/2024/09/09/328/cbac0186250042109ca068bbb7221787.jpg,"Cần bán nhà SRXD mới hoàn thiện, mặt tiền đường Ngô Thì Nhậm, Phường 4",7 tỷ 200 triệu,"Ngô Thì Nhậm, Phường 4, TP. Đà Lạt, Lâm Đồng",10/09/2024,"👉👉 CẦN BÁN HOẶC CHO THUÊ CĂN NHÀ SRXD MỚI HOÀN THIỆN MẶT TIỀN ĐƯỜNG NGÔ THÌ NHẬM P4 TP ĐÀ LẠT 🔊🔊 ☎️ 0944 946261 - Anh Kiệt  ---------------------------------------- 🍓 Diện tích 76,6m². Sổ hồng riêng xây dựng. Hướng Tây... 🍓 Nhà xây kiên cố, móng trụ xây được 5 tầng ! 🍓 Kết cấu nhà 1 trệt 1 lầu, 1 áp mái... Gồm 1 phòng khách, 3 phòng ngủ, 3wc, 1 bếp, sân thượng ngắm view, sân sau giặt phơi, sân đậu ô tô rộng rãi... 👉 Khu vực dân cư đông đúc, ra trường học, chợ đều gần. Nằm mặt tiền đường nhựa lớn nên thích hơp mua để nghỉ dưỡng , định cư hoặc làm văn phòng... 💰 GIÁ BÁN 7,2 TỶ  🎈 Giá cho thuê 15 triệu/tháng Xin trân trọng cảm ơn quý khách đã xem !!!",,"77 m2(5x15,4)",3.0,3.0,Sổ hồng,10/09/2024,22622763
21,https://cloud.mogi.vn/images/2024/09/10/320/bb8b3007b5524c1ab2894a02f7dd0fd1.jpg,Hạ bán nhanh nhà Hùng Vương 110m2 - XDPQ - Đường ô tô,4 tỷ 200 triệu,"Hùng Vương, Phường 10, TP. Đà Lạt, Lâm Đồng",10/09/2024,"🌈🌈 | 4,2 TỶ | CHỦ HẠ BÁN NHANH NHÀ HÙNG VƯƠNG 110 M2 - XDPQ - ĐƯỜNG THÔNG Ô TÔ. ☎️ 0944 946261 - Anh Kiệt --------------------------------------- - Diện tích: 110m². Ngang 5m x dài 22m...  - Pháp lý: Sổ xây dựng phân quyền - Kết cấu 1 trệt, 1 lầu... Gồm 1 p.khách, 3 pngủ, 1 p thờ, bếp, phòng ăn.4 wc,  - Sân trước đậu ô tô. Sân sau trồng rau nuôi gà  - Đường thông thoáng 2 chiều, đi đường Dinh 1 và đường Hùng Vương vào... View thoáng đẹp yên tĩnh,  - Căn nhà đầy đủ tiện nghi, chỉ dọn vào là ở ngay... Để lại nội thất... 💲💲 GIÁ BÁN 4, 2TỶ.",,110 m2(5x22),3.0,4.0,Sổ đỏ,10/09/2024,22623230
22,https://cloud.mogi.vn/images/2024/08/26/456/8cf90b45ee814f3b808bd811104438cf.jpg,"Chính chủ "" Bán Nhà Phố 9M Ngang Mặt Tiền "" Phan Chu Trinh Tp .Đà Lạt",28 tỷ,"Phan Chu Trinh, Phường 9, TP. Đà Lạt, Lâm Đồng",26/08/2024,"✴️ CHÍNH CHỦ CẦN BÁN - NHÀ MẶT PHỐ 9 MÉT NGANG ĐÀ LẠT *Địa chỉ cũ : 183 Phan Chu Trinh , Phường 9 , TP Đà Lạt * Địa chỉ mới: 20B Phan Chu Trinh Phường 9, TP Đà lạt Diện tích : ngang 9 x  dài 16,62 Tổng diện tích đất : 183,62 m2 🔴 Giá bán : 28 TỶ Kết Cấu : 1 Trệt - 1 Lầu + Áp mái + Sân thượng . *Phòng Ngủ : 16 Phòng *Phòng khách : 1 * Wc : 15 * Kho : 1 * Hầm : 1 ( Xe otô rộng rãi ) *Mời 500 anh em môi giới thiệu giúp ạ.",149 m2,183 m2(9x16),16.0,16.0,Sổ hồng,26/08/2024,22619170
23,https://cloud.mogi.vn/images/2024/08/19/355/ff3c95d58fbd47e1b5a385ba0219501d.jpg,Bán nhà Sân vườn trái cây (đã có thu) tại - Hẻm Phan Chu Trinh - P.Lộc,3 tỷ 650 triệu,"Bảo Lộc, Phường Lộc Tiến, TP. Bảo Lộc, Lâm Đồng",19/08/2024,"Nhận chính chủ:  Bán nhà Sân vườn trái cây (đã có thu) tại - Hẻm Phan Chu Trinh - P.Lộc Tiến - Tp.Bảo Lộc - DT: 1.161m² - đất bằng- thế đất nở hậu - Gồm 1 căn nhà mới ( 90m2) thiết kế 2 phòng ngủ ,1p khách ,1 wc và gara oto vào sân vườn cây ăn trái, nhà chòi... Giá:  3,65 tỷ  LH: 0909 647079 Xin cảm ơn!",1160 m2,1161 m2(50x23),2.0,1.0,Sổ hồng,19/08/2024,22617103
24,https://cloud.mogi.vn/images/2024/08/15/048/184d0eb3645a480ea173c760387f2362.jpg,Bán nhà c4 có thổ cư- hẻm 50 ( PHỞ LẬP) đường ô tô- 1 /5  CAO ĐẲNG,1 tỷ 600 triệu,"Bảo Lộc, Phường BLao, TP. Bảo Lộc, Lâm Đồng",15/08/2024,"Bán nhà c4 có thổ cư- hẻm 50 ( PHỞ LẬP) đường ô tô- 1 /5 trường CAO ĐẲNG đi vào 300m - Diện tích : 7x30 có 100m2 thổ - Đã có 1 căn nhà cấp 4, vào ở liền - Đường nhựa 6m hơi dốc nhẹ Giá : 1 tỷ 6 buông sổ  Liên hệ: 0909647079 Xin cảm ơn!",210 m2,210 m2(7x30),2.0,1.0,Sổ hồng,15/08/2024,22615998
25,https://cloud.mogi.vn/images/2024/07/10/280/82bb013473c54748baa850b2ee310ecc.jpg,Bán nhà Sân vườn trái cây (đã có thu) tại - Hẻm Phan Chu Trinh - P.Lộc,4 tỷ 299 triệu,"Phan Chu Trinh, Phường Lộc Tiến, TP. Bảo Lộc, Lâm Đồng",09/08/2024,"Nhận chính chủ:  Bán nhà Sân vườn trái cây (đã có thu) tại - Hẻm Phan Chu Trinh - P.Lộc Tiến - Tp.Bảo Lộc - DT: 1.161m² - đất bằng- thế đất nở hậu - Gồm 1 căn nhà mới ( 90m2) thiết kế 2 phòng ngủ ,1p khách ,1 wc và gara oto vào sân vườn cây ăn trái, nhà chòi... Giá :4,3tỷ thương lượng LH: 0909 647079 Xin cảm ơn!",1161 m2,1161 m2(20x50),2.0,1.0,Sổ hồng,09/08/2024,22597583
26,https://cloud.mogi.vn/images/2024/08/09/557/d07e6cbf18bc4feeb5982ae6a9bdc697.jpg,"Nhận Chính chủ: Bán nhà có thổ cư, hẻm đầu đường 1/5 cách Ql20 300m",2 tỷ 259 triệu,"Bảo Lộc, Phường BLao, TP. Bảo Lộc, Lâm Đồng",09/08/2024,"Nhận Chính chủ: Bán nhà có thổ cư, hẻm đầu đường 1/5 cách Ql20 300m - DT: 64m². Có 40m² thổ cư. DTSD: 100m². - Nhà thiết kế 1 trệt 1 lửng gồm phòng khách, bếp, sân trước, 2PN, 2WC, phòng thờ. - Để lại 80% nội thất xinh xắn. - Vị trí ngay trung tâm, cách đường 1/5 chỉ 20m. - Nhà nhỏ gọn. Thích hợp cho vợ chồng trẻ.  Giá bán chỉ 2,26 tỷ có TL. Liên hệ: 0909647079 Xin cảm ơn!",64 m2,64 m2(5x13),2.0,1.0,Sổ hồng,09/08/2024,22613798
